name,train_scope,best_epoch,best_train_acc,best_val_acc,best_val_loss,test_loss,test_acc,test_top1_acc,test_top5_acc,test_macro_precision,test_macro_recall,test_macro_f1,augmentation
custom_scratch,all,30,0.553921568627451,0.32745098039215687,2.905512959349389,3.1181322626416947,0.2854122621564482,0.2854122621564482,0.5678972190600098,0.2778025156250062,0.3213172276900096,0.2713766204140695,baseline
feature_extractor,fc,25,0.9931372549019608,0.8323529411764706,0.8237744192282359,0.8897385446448348,0.8076109936575053,0.8076109936575053,0.9437306879167344,0.7917637035543987,0.8319290814063525,0.8024472741526298,baseline
fine_tune,layer4,25,1.0,0.8519607843137255,0.5768144250500435,0.6588024106084184,0.8266384778012685,0.8266384778012685,0.9538136282322329,0.8148187849991058,0.8535047478635486,0.824221297174962,baseline
feature_extractor_aug,fc,25,0.9950980392156863,0.8264705882352941,0.8368273649729935,0.9038921187376274,0.8015937550821272,0.8015937550821272,0.9440559440559441,0.7899688297078634,0.8304840497411339,0.7997232795181606,color_jitter
fine_tune_aug,layer4,22,1.0,0.846078431372549,0.5955675323804219,0.6732511006222678,0.8225727760611482,0.8225727760611482,0.9541388843714426,0.8109970388069991,0.8508018332154696,0.8204025060188886,color_jitter
